game_id,season,game_type,game_date,venue,venue_location,away_team_id,away_team_abbrev,away_team_name,home_team_id,home_team_abbrev,home_team_name,event_id,event_idx,sort_order,period_number,period_type,max_regulation_periods,time_in_period,time_remaining,situation_code,is_empty_net,is_goal,type_code,type_desc_key,away_score,home_score,away_sog,home_sog,x_coord,y_coord,zone_code,shot_type,description,event_owner_team_id,details_type_code,scoring_player_total,assist1_player_total,assist2_player_total,goal_distance,goal_angle,goal_side,goal_x_coord,shooting_player_id,shooting_player_name,shooting_player_team_id,shooting_player_position_code,goalie_in_net_id,goalie_in_net_name,goalie_in_net_team_id,goalie_in_net_position_code,scoring_player_id,scoring_player_name,scoring_player_team_id,scoring_player_position_code,assist1_player_id,assist1_player_name,assist1_player_team_id,assist1_player_position_code,assist2_player_id,assist2_player_name,assist2_player_team_id,assist2_player_position_code,time_in_period_seconds,game_seconds,last_event_type,last_x,last_y,time_since_last_event,distance_from_last_event,is_rebound,speed,last_angle,absolute_angle_change,power_play_time_elapsed,shooting_team_skaters,opposing_team_skaters
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,250,155,294,2,REG,3,05:17,14:43,1551,False,False,506,shot-on-goal,,,10.0,18.0,-60.0,3.0,O,snap,Philipp Grubauer stops a shot from Kyle Connor,52.0,,,,,29.154759474226502,-5.906141113770497,left,-89,8478398.0,Kyle Connor,52.0,L,8475831.0,Philipp Grubauer,15.0,G,,,,,,,,,,,,,317,1517,giveaway,-45.0,28.0,1.0,29.154759474226502,False,29.154759474226502,11.80243420778352,0.0,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,403,158,299,2,REG,3,05:54,14:06,1551,False,False,506,shot-on-goal,,,10.0,19.0,76.0,-20.0,O,wrist,Connor Hellebuyck stops a shot from Nicklas Backstrom,15.0,,,,,23.853720883753127,-56.97613244420335,left,89,8473563.0,Nicklas Backstrom,15.0,C,8476945.0,Connor Hellebuyck,52.0,G,,,,,,,,,,,,,354,1554,missed-shot,-67.0,-5.0,34.0,143.78456106272327,True,4.22895767831539,12.80426606528674,69.78039850949008,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,405,163,306,2,REG,3,06:35,13:25,1551,False,False,506,shot-on-goal,,,11.0,19.0,-46.0,18.0,O,slap,Philipp Grubauer stops a shot from Patrik Laine,52.0,,,,,46.61544808322666,-22.71441235316726,left,-89,8479339.0,Patrik Laine,52.0,R,8475831.0,Philipp Grubauer,15.0,G,,,,,,,,,,,,,395,1595,hit,-23.0,40.0,20.0,31.827660925679098,False,1.5913830462839549,19.65382405805333,0.0,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,406,166,313,2,REG,3,06:59,13:01,1551,False,False,506,shot-on-goal,,,12.0,19.0,-69.0,-26.0,O,snap,Philipp Grubauer stops a shot from Brandon Tanev,52.0,,,,,32.802438933713454,52.43140797117251,right,-89,8479293.0,Brandon Tanev,52.0,L,8475831.0,Philipp Grubauer,15.0,G,,,,,,,,,,,,,419,1619,hit,-94.0,35.0,12.0,65.92419889539804,False,5.493683241283169,-98.13010235415598,0.0,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,410,169,319,2,REG,3,07:36,12:24,1551,False,False,506,shot-on-goal,,,12.0,20.0,87.0,-7.0,O,wrist,Connor Hellebuyck stops a shot from Jakub Vrana,15.0,,,,,7.280109889280518,-74.05460409907714,left,89,8477944.0,Jakub Vrana,15.0,L,8476945.0,Connor Hellebuyck,52.0,G,,,,,,,,,,,,,456,1656,blocked-shot,-62.0,2.0,6.0,149.27156460625713,True,24.878594101042854,-4.236394799058849,78.29099889813598,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,417,182,339,2,REG,3,09:06,10:54,1551,False,False,506,shot-on-goal,,,12.0,21.0,69.0,-21.0,O,snap,Connor Hellebuyck stops a shot from Evgeny Kuznetsov,15.0,,,,,29.0,-46.39718102729637,left,89,8475744.0,Evgeny Kuznetsov,15.0,C,8476945.0,Connor Hellebuyck,52.0,G,,,,,,,,,,,,,546,1746,takeaway,61.0,-9.0,1.0,14.422205101855956,False,14.422205101855956,-17.818888914522784,0.0,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,420,187,346,2,REG,3,09:44,10:16,1551,False,False,506,shot-on-goal,,,13.0,21.0,-74.0,0.0,O,wrist,Philipp Grubauer stops a shot from Mathieu Perreault,52.0,,,,,15.0,0.0,center,-89,8473618.0,Mathieu Perreault,52.0,C,8475831.0,Philipp Grubauer,15.0,G,,,,,,,,,,,,,584,1784,hit,90.0,37.0,15.0,168.12197952677099,False,11.208131968451399,-11.678784328060418,0.0,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,423,191,351,2,REG,3,10:14,09:46,1551,False,False,506,shot-on-goal,,,13.0,22.0,85.0,7.0,O,backhand,Connor Hellebuyck stops a shot from Jakub Vrana,15.0,,,,,8.06225774829855,60.25511870305777,right,89,8477944.0,Jakub Vrana,15.0,L,8476945.0,Connor Hellebuyck,52.0,G,,,,,,,,,,,,,614,1814,missed-shot,33.0,26.0,12.0,55.362442142665635,True,4.613536845222137,24.90476880809517,85.15988751115293,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,426,197,361,2,REG,3,11:18,08:42,1551,False,False,506,shot-on-goal,,,14.0,22.0,-43.0,3.0,O,snap,Philipp Grubauer stops a shot from Bryan Little,52.0,,,,,46.09772228646444,-3.731396999160499,left,-89,8473412.0,Bryan Little,52.0,C,8475831.0,Philipp Grubauer,15.0,G,,,,,,,,,,,,,678,1878,hit,-87.0,-34.0,9.0,57.48912940721924,False,6.387681045246582,86.6335393365702,0.0,0,5,5
2017021065,20172018,2,2018-03-12,Capital One Arena,Washington,52,WPG,Jets,15,WSH,Capitals,435,211,386,2,REG,3,13:03,06:57,1541,False,False,506,shot-on-goal,,,15.0,22.0,-49.0,-18.0,O,snap,Philipp Grubauer stops a shot from Patrik Laine,52.0,,,,,43.86342439892262,24.22774531795417,right,-89,8479339.0,Patrik Laine,52.0,R,8475831.0,Philipp Grubauer,15.0,G,,,,,,,,,,,,,783,1983,missed-shot,-75.0,7.0,18.0,36.069377593742864,True,2.0038543107634923,-26.565051177077994,50.792796495032164,39,4,5
